"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"HIV_0000000001","PUBLISHED","2018","EMR","SDN","59 000 [26 000–110 000]","59000.00000","26000.00000","110000.00000",""
"HIV_0000000001","PUBLISHED","2018","AMR","SUR","5600 [3700–8100]","5600.00000","3700.00000","8100.00000",""
"HIV_0000000001","PUBLISHED","2018","EUR","SWE","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","EUR","CHE","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","EMR","SYR","660 [590–720]","660.00000","590.00000","720.00000",""
"HIV_0000000001","PUBLISHED","2018","EUR","TJK","13 000 [11 000–16 000]","13000.00000","11000.00000","16000.00000",""
"HIV_0000000001","PUBLISHED","2018","SEAR","THA","480 000 [420 000–550 000]","480000.00000","420000.00000","550000.00000",""
"HIV_0000000001","PUBLISHED","2018","SEAR","TLS","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","AFR","TGO","110 000 [100 000–120 000]","110000.00000","100000.00000","120000.00000",""
"HIV_0000000001","PUBLISHED","2018","AMR","TTO","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","EMR","TUN","2800 [1700–4400]","2800.00000","1700.00000","4400.00000",""
"HIV_0000000001","PUBLISHED","2018","EUR","TUR","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","EUR","TKM","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","AFR","UGA","1 400 000 [1 300 000–1 500 000]","1400000.00000","1300000.00000","1500000.00000",""
"HIV_0000000001","PUBLISHED","2018","EUR","UKR","240 000 [220 000–260 000]","240000.00000","220000.00000","260000.00000",""
"HIV_0000000001","PUBLISHED","2018","EMR","ARE","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","EUR","GBR","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","AFR","TZA","1 600 000 [1 400 000–1 700 000]","1600000.00000","1400000.00000","1700000.00000",""
"HIV_0000000001","PUBLISHED","2018","AMR","USA","No data","","","",""
"HIV_0000000001","PUBLISHED","2018","AMR","URY","14 000 [9900–19 000]","14000.00000","9900.00000","19000.00000",""
"HIV_0000000001","PUBLISHED","2018","EUR","UZB","52 000 [48 000–56 000]","52000.00000","48000.00000","56000.00000",""
"HIV_0000000001","PUBLISHED","2018","AMR","VEN","120 000 [100 000–130 000]","120000.00000","100000.00000","130000.00000",""
"HIV_0000000001","PUBLISHED","2018","WPR","VNM","230 000 [200 000–260 000]","230000.00000","200000.00000","260000.00000",""
"HIV_0000000001","PUBLISHED","2018","EMR","YEM","11 000 [6500–18 000]","11000.00000","6500.00000","18000.00000",""
"HIV_0000000001","PUBLISHED","2018","AFR","ZMB","1 200 000 [1 100 000–1 400 000]","1200000.00000","1100000.00000","1400000.00000",""
"HIV_0000000001","PUBLISHED","2018","AFR","ZWE","1 300 000 [1 100 000–1 500 000]","1300000.00000","1100000.00000","1500000.00000",""
